Disease,Specialist,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,Description,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17,Symptom_18,Symptom_19,Symptom_20,Symptom_21,Symptom_22,Symptom_23,Symptom_24,Symptom_25,Symptom_26,Symptom_27,Symptom_28
Hypothyroidism,Endocrinologist,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation,,,,,,"Hypothyroidism, also called underactive thyroid or low thyroid, is a disorder of the endocrine system in which the thyroid gland does not produce enough thyroid hormone.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyperthyroidism,Endocrinologist,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation,,,,,,,"Hyperthyroidism (overactive thyroid) occurs when your thyroid gland produces too much of the hormone thyroxine. Hyperthyroidism can accelerate your body's metabolism, causing unintentional weight loss and a rapid or irregular heartbeat.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyperthyroidism,Endocrinologist,Hyperthyroidism, mood_swings, weight_loss, restlessness, sweating, diarrhoea, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation,,,,,,,,"Hyperthyroidism (overactive thyroid) occurs when your thyroid gland produces too much of the hormone thyroxine. Hyperthyroidism can accelerate your body's metabolism, causing unintentional weight loss and a rapid or irregular heartbeat.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyperthyroidism,Endocrinologist,Hyperthyroidism, fatigue, weight_loss, restlessness, sweating, diarrhoea, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation,,,,,,,,"Hyperthyroidism (overactive thyroid) occurs when your thyroid gland produces too much of the hormone thyroxine. Hyperthyroidism can accelerate your body's metabolism, causing unintentional weight loss and a rapid or irregular heartbeat.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyperthyroidism,Endocrinologist,Hyperthyroidism, fatigue, mood_swings, restlessness, sweating, diarrhoea, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation,,,,,,,,"Hyperthyroidism (overactive thyroid) occurs when your thyroid gland produces too much of the hormone thyroxine. Hyperthyroidism can accelerate your body's metabolism, causing unintentional weight loss and a rapid or irregular heartbeat.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyperthyroidism,Endocrinologist,Hyperthyroidism, fatigue, mood_swings, weight_loss, sweating, diarrhoea, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation,,,,,,,,"Hyperthyroidism (overactive thyroid) occurs when your thyroid gland produces too much of the hormone thyroxine. Hyperthyroidism can accelerate your body's metabolism, causing unintentional weight loss and a rapid or irregular heartbeat.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyperthyroidism,Endocrinologist,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, diarrhoea, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation,,,,,,,,"Hyperthyroidism (overactive thyroid) occurs when your thyroid gland produces too much of the hormone thyroxine. Hyperthyroidism can accelerate your body's metabolism, causing unintentional weight loss and a rapid or irregular heartbeat.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyperthyroidism,Endocrinologist,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation,,,,,,,,"Hyperthyroidism (overactive thyroid) occurs when your thyroid gland produces too much of the hormone thyroxine. Hyperthyroidism can accelerate your body's metabolism, causing unintentional weight loss and a rapid or irregular heartbeat.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyperthyroidism,Endocrinologist,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation,,,,,,,,"Hyperthyroidism (overactive thyroid) occurs when your thyroid gland produces too much of the hormone thyroxine. Hyperthyroidism can accelerate your body's metabolism, causing unintentional weight loss and a rapid or irregular heartbeat.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyperthyroidism,Endocrinologist,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea, fast_heart_rate, muscle_weakness, irritability, abnormal_menstruation,,,,,,,,"Hyperthyroidism (overactive thyroid) occurs when your thyroid gland produces too much of the hormone thyroxine. Hyperthyroidism can accelerate your body's metabolism, causing unintentional weight loss and a rapid or irregular heartbeat.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hypoglycemia,Endocrinologist,Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache, nausea, blurred_and_distorted_vision, excessive_hunger, slurred_speech, irritability, palpitations,,,,,,, Hypoglycemia is a condition in which your blood sugar (glucose) level is lower than normal. Glucose is your body's main energy source. Hypoglycemia is often related to diabetes treatment. But other drugs and a variety of conditions â many rare â can cause low blood sugar in people who don't have diabetes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hypoglycemia,Endocrinologist,Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations,,,,,, Hypoglycemia is a condition in which your blood sugar (glucose) level is lower than normal. Glucose is your body's main energy source. Hypoglycemia is often related to diabetes treatment. But other drugs and a variety of conditions â many rare â can cause low blood sugar in people who don't have diabetes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hypoglycemia,Endocrinologist,Hypoglycemia, fatigue, anxiety, sweating, headache, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations,,,,,,, Hypoglycemia is a condition in which your blood sugar (glucose) level is lower than normal. Glucose is your body's main energy source. Hypoglycemia is often related to diabetes treatment. But other drugs and a variety of conditions â many rare â can cause low blood sugar in people who don't have diabetes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hypoglycemia,Endocrinologist,Hypoglycemia, vomiting, anxiety, sweating, headache, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations,,,,,,, Hypoglycemia is a condition in which your blood sugar (glucose) level is lower than normal. Glucose is your body's main energy source. Hypoglycemia is often related to diabetes treatment. But other drugs and a variety of conditions â many rare â can cause low blood sugar in people who don't have diabetes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hypoglycemia,Endocrinologist,Hypoglycemia, vomiting, fatigue, sweating, headache, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations,,,,,,, Hypoglycemia is a condition in which your blood sugar (glucose) level is lower than normal. Glucose is your body's main energy source. Hypoglycemia is often related to diabetes treatment. But other drugs and a variety of conditions â many rare â can cause low blood sugar in people who don't have diabetes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hypoglycemia,Endocrinologist,Hypoglycemia, vomiting, fatigue, anxiety, headache, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations,,,,,,, Hypoglycemia is a condition in which your blood sugar (glucose) level is lower than normal. Glucose is your body's main energy source. Hypoglycemia is often related to diabetes treatment. But other drugs and a variety of conditions â many rare â can cause low blood sugar in people who don't have diabetes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hypoglycemia,Endocrinologist,Hypoglycemia, vomiting, fatigue, anxiety, sweating, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations,,,,,,, Hypoglycemia is a condition in which your blood sugar (glucose) level is lower than normal. Glucose is your body's main energy source. Hypoglycemia is often related to diabetes treatment. But other drugs and a variety of conditions â many rare â can cause low blood sugar in people who don't have diabetes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hypoglycemia,Endocrinologist,Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations,,,,,,, Hypoglycemia is a condition in which your blood sugar (glucose) level is lower than normal. Glucose is your body's main energy source. Hypoglycemia is often related to diabetes treatment. But other drugs and a variety of conditions â many rare â can cause low blood sugar in people who don't have diabetes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hypoglycemia,Endocrinologist,Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache, nausea, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations,,,,,,, Hypoglycemia is a condition in which your blood sugar (glucose) level is lower than normal. Glucose is your body's main energy source. Hypoglycemia is often related to diabetes treatment. But other drugs and a variety of conditions â many rare â can cause low blood sugar in people who don't have diabetes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Osteoarthristis,Rheumatologists,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking,,,,,,,,,,,,"Osteoarthritis is the most common form of arthritis, affecting millions of people worldwide. It occurs when the protective cartilage that cushions the ends of your bones wears down over time.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Osteoarthristis,Rheumatologists,Osteoarthristis, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking,,,,,,,,,,,,,"Osteoarthritis is the most common form of arthritis, affecting millions of people worldwide. It occurs when the protective cartilage that cushions the ends of your bones wears down over time.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Osteoarthristis,Rheumatologists,Osteoarthristis, joint_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking,,,,,,,,,,,,,"Osteoarthritis is the most common form of arthritis, affecting millions of people worldwide. It occurs when the protective cartilage that cushions the ends of your bones wears down over time.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Osteoarthristis,Rheumatologists,Osteoarthristis, joint_pain, neck_pain, hip_joint_pain, swelling_joints, painful_walking,,,,,,,,,,,,,"Osteoarthritis is the most common form of arthritis, affecting millions of people worldwide. It occurs when the protective cartilage that cushions the ends of your bones wears down over time.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Osteoarthristis,Rheumatologists,Osteoarthristis, joint_pain, neck_pain, knee_pain, swelling_joints, painful_walking,,,,,,,,,,,,,"Osteoarthritis is the most common form of arthritis, affecting millions of people worldwide. It occurs when the protective cartilage that cushions the ends of your bones wears down over time.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Osteoarthristis,Rheumatologists,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, painful_walking,,,,,,,,,,,,,"Osteoarthritis is the most common form of arthritis, affecting millions of people worldwide. It occurs when the protective cartilage that cushions the ends of your bones wears down over time.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Osteoarthristis,Rheumatologists,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints,,,,,,,,,,,,,"Osteoarthritis is the most common form of arthritis, affecting millions of people worldwide. It occurs when the protective cartilage that cushions the ends of your bones wears down over time.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arthritis,Rheumatologists,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking,,,,,,,,,,,,,"Arthritis is the swelling and tenderness of one or more of your joints. The main symptoms of arthritis are joint pain and stiffness, which typically worsen with age. The most common types of arthritis are osteoarthritis and rheumatoid arthritis.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arthritis,Rheumatologists,Arthritis, stiff_neck, swelling_joints, movement_stiffness, painful_walking,,,,,,,,,,,,,,"Arthritis is the swelling and tenderness of one or more of your joints. The main symptoms of arthritis are joint pain and stiffness, which typically worsen with age. The most common types of arthritis are osteoarthritis and rheumatoid arthritis.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arthritis,Rheumatologists,Arthritis, muscle_weakness, swelling_joints, movement_stiffness, painful_walking,,,,,,,,,,,,,,"Arthritis is the swelling and tenderness of one or more of your joints. The main symptoms of arthritis are joint pain and stiffness, which typically worsen with age. The most common types of arthritis are osteoarthritis and rheumatoid arthritis.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arthritis,Rheumatologists,Arthritis, muscle_weakness, stiff_neck, movement_stiffness, painful_walking,,,,,,,,,,,,,,"Arthritis is the swelling and tenderness of one or more of your joints. The main symptoms of arthritis are joint pain and stiffness, which typically worsen with age. The most common types of arthritis are osteoarthritis and rheumatoid arthritis.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arthritis,Rheumatologists,Arthritis, muscle_weakness, stiff_neck, swelling_joints, painful_walking,,,,,,,,,,,,,,"Arthritis is the swelling and tenderness of one or more of your joints. The main symptoms of arthritis are joint pain and stiffness, which typically worsen with age. The most common types of arthritis are osteoarthritis and rheumatoid arthritis.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arthritis,Rheumatologists,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness,,,,,,,,,,,,,,"Arthritis is the swelling and tenderness of one or more of your joints. The main symptoms of arthritis are joint pain and stiffness, which typically worsen with age. The most common types of arthritis are osteoarthritis and rheumatoid arthritis.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,Otolaryngologist,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness,,,,,,,,,,,,Benign paroxysmal positional vertigo (BPPV) is one of the most common causes of vertigo â the sudden sensation that you're spinning or that the inside of your head is spinning. Benign paroxysmal positional vertigo causes brief episodes of mild to intense dizziness.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,Otolaryngologist,(vertigo) Paroymsal  Positional Vertigo, headache, nausea, spinning_movements, loss_of_balance, unsteadiness,,,,,,,,,,,,,Benign paroxysmal positional vertigo (BPPV) is one of the most common causes of vertigo â the sudden sensation that you're spinning or that the inside of your head is spinning. Benign paroxysmal positional vertigo causes brief episodes of mild to intense dizziness.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,Otolaryngologist,(vertigo) Paroymsal  Positional Vertigo, vomiting, nausea, spinning_movements, loss_of_balance, unsteadiness,,,,,,,,,,,,,Benign paroxysmal positional vertigo (BPPV) is one of the most common causes of vertigo â the sudden sensation that you're spinning or that the inside of your head is spinning. Benign paroxysmal positional vertigo causes brief episodes of mild to intense dizziness.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,Otolaryngologist,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, spinning_movements, loss_of_balance, unsteadiness,,,,,,,,,,,,,Benign paroxysmal positional vertigo (BPPV) is one of the most common causes of vertigo â the sudden sensation that you're spinning or that the inside of your head is spinning. Benign paroxysmal positional vertigo causes brief episodes of mild to intense dizziness.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,Otolaryngologist,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, loss_of_balance, unsteadiness,,,,,,,,,,,,,Benign paroxysmal positional vertigo (BPPV) is one of the most common causes of vertigo â the sudden sensation that you're spinning or that the inside of your head is spinning. Benign paroxysmal positional vertigo causes brief episodes of mild to intense dizziness.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,Otolaryngologist,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements, unsteadiness,,,,,,,,,,,,,Benign paroxysmal positional vertigo (BPPV) is one of the most common causes of vertigo â the sudden sensation that you're spinning or that the inside of your head is spinning. Benign paroxysmal positional vertigo causes brief episodes of mild to intense dizziness.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,Otolaryngologist,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements, loss_of_balance,,,,,,,,,,,,,Benign paroxysmal positional vertigo (BPPV) is one of the most common causes of vertigo â the sudden sensation that you're spinning or that the inside of your head is spinning. Benign paroxysmal positional vertigo causes brief episodes of mild to intense dizziness.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acne,Dermatologist,Acne, skin_rash, pus_filled_pimples, blackheads, scurring,,,,,,,,,,,,,,"Acne vulgaris is the formation of comedones, papules, pustules, nodules, and/or cysts as a result of obstruction and inflammation of pilosebaceous units (hair follicles and their accompanying sebaceous gland). Acne develops on the face and upper trunk. It most often affects adolescents.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acne,Dermatologist,Acne, pus_filled_pimples, blackheads, scurring,,,,,,,,,,,,,,,"Acne vulgaris is the formation of comedones, papules, pustules, nodules, and/or cysts as a result of obstruction and inflammation of pilosebaceous units (hair follicles and their accompanying sebaceous gland). Acne develops on the face and upper trunk. It most often affects adolescents.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acne,Dermatologist,Acne, skin_rash, blackheads, scurring,,,,,,,,,,,,,,,"Acne vulgaris is the formation of comedones, papules, pustules, nodules, and/or cysts as a result of obstruction and inflammation of pilosebaceous units (hair follicles and their accompanying sebaceous gland). Acne develops on the face and upper trunk. It most often affects adolescents.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acne,Dermatologist,Acne, skin_rash, pus_filled_pimples, scurring,,,,,,,,,,,,,,,"Acne vulgaris is the formation of comedones, papules, pustules, nodules, and/or cysts as a result of obstruction and inflammation of pilosebaceous units (hair follicles and their accompanying sebaceous gland). Acne develops on the face and upper trunk. It most often affects adolescents.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acne,Dermatologist,Acne, skin_rash, pus_filled_pimples, blackheads,,,,,,,,,,,,,,,"Acne vulgaris is the formation of comedones, papules, pustules, nodules, and/or cysts as a result of obstruction and inflammation of pilosebaceous units (hair follicles and their accompanying sebaceous gland). Acne develops on the face and upper trunk. It most often affects adolescents.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urinary tract infection,Gynecologist,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,,,,,,,,,,,,,,"Urinary tract infection: An infection of the kidney, ureter, bladder, or urethra. Abbreviated UTI. Not everyone with a UTI has symptoms, but common symptoms include a frequent urge to urinate and pain or burning when urinating.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urinary tract infection,Gynecologist,Urinary tract infection, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,,,,,,,,,,,,,,,"Urinary tract infection: An infection of the kidney, ureter, bladder, or urethra. Abbreviated UTI. Not everyone with a UTI has symptoms, but common symptoms include a frequent urge to urinate and pain or burning when urinating.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urinary tract infection,Gynecologist,Urinary tract infection, burning_micturition, foul_smell_of urine, continuous_feel_of_urine,,,,,,,,,,,,,,,"Urinary tract infection: An infection of the kidney, ureter, bladder, or urethra. Abbreviated UTI. Not everyone with a UTI has symptoms, but common symptoms include a frequent urge to urinate and pain or burning when urinating.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urinary tract infection,Gynecologist,Urinary tract infection, burning_micturition, bladder_discomfort, continuous_feel_of_urine,,,,,,,,,,,,,,,"Urinary tract infection: An infection of the kidney, ureter, bladder, or urethra. Abbreviated UTI. Not everyone with a UTI has symptoms, but common symptoms include a frequent urge to urinate and pain or burning when urinating.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urinary tract infection,Gynecologist,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine,,,,,,,,,,,,,,,"Urinary tract infection: An infection of the kidney, ureter, bladder, or urethra. Abbreviated UTI. Not everyone with a UTI has symptoms, but common symptoms include a frequent urge to urinate and pain or burning when urinating.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psoriasis,Dermatologist,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails,,,,,,,,,,,,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psoriasis,Dermatologist,Psoriasis, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails,,,,,,,,,,,,,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psoriasis,Dermatologist,Psoriasis, skin_rash, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails,,,,,,,,,,,,,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psoriasis,Dermatologist,Psoriasis, skin_rash, joint_pain, silver_like_dusting, small_dents_in_nails, inflammatory_nails,,,,,,,,,,,,,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psoriasis,Dermatologist,Psoriasis, skin_rash, joint_pain, skin_peeling, small_dents_in_nails, inflammatory_nails,,,,,,,,,,,,,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psoriasis,Dermatologist,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, inflammatory_nails,,,,,,,,,,,,,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psoriasis,Dermatologist,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails,,,,,,,,,,,,,"Psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. They can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. Psoriasis can't be passed from person to person. It does sometimes happen in members of the same family.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Impetigo,Dermatologist,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze,,,,,,,,,,,,,"Impetigo (im-puh-TIE-go) is a common and highly contagious skin infection that mainly affects infants and children. Impetigo usually appears as red sores on the face, especially around a child's nose and mouth, and on hands and feet. The sores burst and develop honey-colored crusts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Impetigo,Dermatologist,Impetigo, high_fever, blister, red_sore_around_nose, yellow_crust_ooze,,,,,,,,,,,,,,"Impetigo (im-puh-TIE-go) is a common and highly contagious skin infection that mainly affects infants and children. Impetigo usually appears as red sores on the face, especially around a child's nose and mouth, and on hands and feet. The sores burst and develop honey-colored crusts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Impetigo,Dermatologist,Impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze,,,,,,,,,,,,,,"Impetigo (im-puh-TIE-go) is a common and highly contagious skin infection that mainly affects infants and children. Impetigo usually appears as red sores on the face, especially around a child's nose and mouth, and on hands and feet. The sores burst and develop honey-colored crusts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Impetigo,Dermatologist,Impetigo, skin_rash, high_fever, red_sore_around_nose, yellow_crust_ooze,,,,,,,,,,,,,,"Impetigo (im-puh-TIE-go) is a common and highly contagious skin infection that mainly affects infants and children. Impetigo usually appears as red sores on the face, especially around a child's nose and mouth, and on hands and feet. The sores burst and develop honey-colored crusts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Impetigo,Dermatologist,Impetigo, skin_rash, high_fever, blister, yellow_crust_ooze,,,,,,,,,,,,,,"Impetigo (im-puh-TIE-go) is a common and highly contagious skin infection that mainly affects infants and children. Impetigo usually appears as red sores on the face, especially around a child's nose and mouth, and on hands and feet. The sores burst and develop honey-colored crusts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Impetigo,Dermatologist,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,,,,,,,,,,,,,,"Impetigo (im-puh-TIE-go) is a common and highly contagious skin infection that mainly affects infants and children. Impetigo usually appears as red sores on the face, especially around a child's nose and mouth, and on hands and feet. The sores burst and develop honey-colored crusts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
hypertensive  disease,,,,,,,,,,,,,,,,,,,,,pain  chest,shortness  of breath,dizziness,asthenia,fall,syncope,vertigo,sweating  increased,palpitation,nausea,angina  pectoris,pressure  chest,,,,,,,,,,,,,,,,
diabetes,,,,,,,,,,,,,,,,,,,,,polyuria,polydypsia,shortness  of breath,pain  chest,asthenia,nausea,orthopnea,rale,sweating  increased,unresponsiveness,mental  status changes,vertigo,vomiting,labored breathing,,,,,,,,,,,,,,
depressive disorder,,,,,,,,,,,,,,,,,,,,,feeling  suicidal,suicidal,hallucinations  auditory,feeling  hopeless,weepiness,sleeplessness,motor  retardation,irritable  mood,blackout,mood  depressed,hallucinations  visual,worry,agitation,tremor,intoxication,verbal  auditory hallucinations,energy  increased,difficulty,nightmare,unable  to concentrate,homelessness,,,,,,,
coronary heart disease,,,,,,,,,,,,,,,,,,,,,pain  chest,angina  pectoris,shortness  of breath,hypokinesia,sweating  increased,pressure  chest,dyspnea  on exertion,orthopnea,chest  tightness,,,,,,,,,,,,,,,,,,,
pneumonia,,,,,,,,,,,,,,,,,,,,,cough,fever,decreased  translucency,shortness  of breath,rale,productive  cough,pleuritic  pain,yellow  sputum,breath  sounds decreased,chill,rhonchus,green  sputum,non-productive  cough,wheezing,haemoptysis,distress  respiratory,tachypnea,malaise,night  sweat,,,,,,,,,
failure  heart congestive,,,,,,,,,,,,,,,,,,,,,shortness  of breath,orthopnea,jugular  venous distention,rale,dyspnea,cough,wheezing,,,,,,,,,,,,,,,,,,,,,
accident  cerebrovascular,,,,,,,,,,,,,,,,,,,,,dysarthria,asthenia,speech  slurred,facial  paresis,hemiplegia,unresponsiveness,seizure,numbness,,,,,,,,,,,,,,,,,,,,
asthma,,,,,,,,,,,,,,,,,,,,,wheezing,cough,shortness  of breath,chest  tightness,non-productive  cough,pleuritic  pain,productive  cough,symptom  aggravating factors,distress  respiratory,,,,,,,,,,,,,,,,,,,
myocardial  infarction,,,,,,,,,,,,,,,,,,,,,pain chest,st segment elevation,sweating increased,shortness of breath,st segment depression,hypokinesia,angina pectoris,pressure chest,t wave inverted,orthopnea,rale,chest tightness,presence of q wave,palpitation,dyspnea,chest discomfort,bradycardia,syncope,,,,,,,,,,
hypercholesterolemia,,,,,,,,,,,,,,,,,,,,,pain,pain chest,sweating increased,nonsmoker,pressure chest,syncope,numbness,chest discomfort,shortness of breath,st segment depression,worry,t wave inverted,bradycardia,dyspnea,,,,,,,,,,,,,,
infection,,,,,,,,,,,,,,,,,,,,,fever,erythema,decreased translucency,hepatosplenomegaly,chill,pruritus,diarrhea,abscess bacterial,swelling,pain,apyrexial,cough,,,,,,,,,,,,,,,,
